,accuracy,balanced_accuracy,precision,recall,specificity,f1_score,cohen_kappa,roc_auc,pr_auc,inference_latency_ms,memory_usage_mb,gpu_utilization_mb,train_time_sec
A09,0.33098591549295775,0.3317781690140845,0.40434027777777776,0.3317781690140845,0.7771727274834572,0.3025445877522231,0.10868847043277174,0.5738548496530571,0.3197015797985823,0.6848758375140983,245.984375,0.0,0.21904587745666504
mean,0.33098591549295775,0.3317781690140845,0.40434027777777776,0.3317781690140845,0.7771727274834572,0.3025445877522231,0.10868847043277174,0.5738548496530571,0.3197015797985823,0.6848758375140983,245.984375,0.0,0.21904587745666504
